YearStart,YearEnd,LocationAbbr,Topic,Question,DataValue,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2015,2015,NV,Disability,Disability among adults aged >= 65 years,29.2,,25.9,32.5,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,CO,Disability,Disability among adults aged >= 65 years,33.9,,28.3,39.5,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,OK,Disability,Disability among adults aged >= 65 years,46.5,,42.8,50.2,Race/Ethnicity,American Indian or Alaska Native
2012,2012,TN,Disability,Disability among adults aged >= 65 years,40.4,,39.4,41.5,Gender,Female
2013,2013,MI,Disability,Disability among adults aged >= 65 years,36.5,,35.9,37.1,Overall,Overall
2010,2010,AR,Disability,Disability among adults aged >= 65 years,43.3,,41.7,44.8,Gender,Female
2013,2013,WV,Disability,Disability among adults aged >= 65 years,46.7,,45.0,48.5,Gender,Male
2012,2012,IL,Disability,Disability among adults aged >= 65 years,28.9,,26.2,31.6,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,OR,Disability,Disability among adults aged >= 65 years,36.4,,30.9,41.9,Race/Ethnicity,Hispanic
2013,2013,WY,Disability,Disability among adults aged >= 65 years,33.5,,29.9,37.0,Gender,Female
2016,2016,OH,Disability,Disability among adults aged >= 65 years,38.3,,32.9,43.7,Race/Ethnicity,Hispanic
2010,2010,KS,Disability,Disability among adults aged >= 65 years,34.6,,22.9,46.3,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,KY,Disability,Disability among adults aged >= 65 years,41.9,,40.9,42.9,Overall,Overall
2014,2014,AZ,Disability,Disability among adults aged >= 65 years,33.6,,32.8,34.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OR,Disability,Disability among adults aged >= 65 years,34.6,,28.3,41.0,Race/Ethnicity,Hispanic
2014,2014,OH,Disability,Disability among adults aged >= 65 years,19.9,,15.2,24.6,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,NY,Disability,Disability among adults aged >= 65 years,39.0,,37.2,40.7,Race/Ethnicity,Hispanic
2015,2015,AR,Disability,Disability among adults aged >= 65 years,42.2,,40.9,43.6,Gender,Female
2014,2014,HI,Disability,Disability among adults aged >= 65 years,37.0,,35.1,38.9,Gender,Female
2016,2016,OH,Disability,Disability among adults aged >= 65 years,35.3,,34.8,35.8,Overall,Overall
2015,2015,WV,Disability,Disability among adults aged >= 65 years,43.5,,42.3,44.7,Overall,Overall
2015,2015,AK,Disability,Disability among adults aged >= 65 years,39.6,,37.2,42.0,Overall,Overall
2014,2014,SC,Disability,Disability among adults aged >= 65 years,24.6,,16.3,32.9,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,DC,Disability,Disability among adults aged >= 65 years,37.4,,34.0,40.8,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,PR,Disability,Disability among adults aged >= 65 years,51.2,,50.3,52.1,Overall,Overall
2010,2010,MT,Disability,Disability among adults aged >= 65 years,37.6,,17.5,57.7,Race/Ethnicity,Hispanic
2014,2014,SC,Disability,Disability among adults aged >= 65 years,37.3,,36.6,38.0,Overall,Overall
2012,2012,MO,Disability,Disability among adults aged >= 65 years,37.3,,36.5,38.1,Race/Ethnicity,"White, non-Hispanic"
2011,2011,WI,Disability,Disability among adults aged >= 65 years,32.8,,32.2,33.4,Overall,Overall
2019,2019,WA,Disability,Disability among adults aged >= 65 years,32.9,,31.6,34.2,Gender,Female
2011,2011,LA,Disability,Disability among adults aged >= 65 years,44.2,,42.9,45.6,Gender,Female
2012,2012,WA,Disability,Disability among adults aged >= 65 years,34.9,,34.1,35.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,IN,Disability,Disability among adults aged >= 65 years,37.3,,36.3,38.4,Gender,Female
2011,2011,OK,Disability,Disability among adults aged >= 65 years,46.0,,41.2,50.8,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,MD,Disability,Disability among adults aged >= 65 years,32.9,,32.0,33.8,Race/Ethnicity,"White, non-Hispanic"
2018,2018,DC,Disability,Disability among adults aged >= 65 years,36.0,,33.3,38.7,Overall,Overall
2011,2011,MO,Disability,Disability among adults aged >= 65 years,37.0,,28.6,45.3,Race/Ethnicity,Hispanic
2018,2018,IL,Disability,Disability among adults aged >= 65 years,33.0,,32.4,33.6,Gender,Female
2017,2017,CA,Disability,Disability among adults aged >= 65 years,33.3,,32.8,33.9,Gender,Male
2013,2013,NV,Disability,Disability among adults aged >= 65 years,39.1,,34.3,43.9,Race/Ethnicity,"Black, non-Hispanic"
2015,2015,LA,Disability,Disability among adults aged >= 65 years,38.5,,37.5,39.5,Race/Ethnicity,"White, non-Hispanic"
2010,2010,FL,Disability,Disability among adults aged >= 65 years,28.7,,24.8,32.6,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,US,Disability,Disability among adults aged >= 65 years,32.6,,32.5,32.8,Race/Ethnicity,"White, non-Hispanic"
2010,2010,AZ,Disability,Disability among adults aged >= 65 years,28.1,,22.0,34.2,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,CO,Disability,Disability among adults aged >= 65 years,28.8,,28.0,29.6,Race/Ethnicity,"White, non-Hispanic"
2013,2013,AR,Disability,Disability among adults aged >= 65 years,42.4,,41.3,43.5,Overall,Overall
2016,2016,NJ,Disability,Disability among adults aged >= 65 years,39.7,,37.6,41.8,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,AK,Disability,Disability among adults aged >= 65 years,38.0,,34.8,41.2,Gender,Female
2016,2016,GA,Disability,Disability among adults aged >= 65 years,30.0,,26.1,33.9,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,FL,Disability,Disability among adults aged >= 65 years,32.7,,32.0,33.5,Gender,Female
2012,2012,TX,Disability,Disability among adults aged >= 65 years,39.9,,39.4,40.4,Gender,Female
2012,2012,IN,Disability,Disability among adults aged >= 65 years,36.1,,35.4,36.8,Overall,Overall
2011,2011,GA,Disability,Disability among adults aged >= 65 years,40.5,,39.4,41.6,Gender,Female
2015,2015,SD,Disability,Disability among adults aged >= 65 years,32.0,,29.9,34.1,Gender,Female
2016,2016,DC,Disability,Disability among adults aged >= 65 years,41.9,,38.6,45.2,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,MN,Disability,Disability among adults aged >= 65 years,39.4,,28.9,49.9,Race/Ethnicity,Hispanic
2017,2017,TN,Disability,Disability among adults aged >= 65 years,38.4,,37.3,39.5,Gender,Male
2011,2011,NM,Disability,Disability among adults aged >= 65 years,47.2,,44.3,50.1,Race/Ethnicity,Hispanic
2012,2012,CO,Disability,Disability among adults aged >= 65 years,30.7,,29.9,31.5,Race/Ethnicity,"White, non-Hispanic"
2017,2017,SC,Disability,Disability among adults aged >= 65 years,34.1,,33.1,35.2,Gender,Female
2017,2017,OK,Disability,Disability among adults aged >= 65 years,44.0,,43.0,45.0,Gender,Male
2018,2018,ME,Disability,Disability among adults aged >= 65 years,33.5,,32.3,34.8,Race/Ethnicity,"White, non-Hispanic"
2016,2016,WI,Disability,Disability among adults aged >= 65 years,31.6,,30.9,32.4,Gender,Female
2016,2016,VT,Disability,Disability among adults aged >= 65 years,31.1,,29.3,32.9,Overall,Overall
2012,2012,WI,Disability,Disability among adults aged >= 65 years,32.3,,31.6,33.0,Gender,Female
2016,2016,IA,Disability,Disability among adults aged >= 65 years,33.8,,24.8,42.8,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,UT,Disability,Disability among adults aged >= 65 years,20.2,,12.2,28.2,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,DE,Disability,Disability among adults aged >= 65 years,35.6,,20.7,50.5,Race/Ethnicity,Hispanic
2012,2012,PA,Disability,Disability among adults aged >= 65 years,33.3,,29.5,37.1,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,MS,Disability,Disability among adults aged >= 65 years,47.0,,27.1,66.8,Race/Ethnicity,Hispanic
2010,2010,MN,Disability,Disability among adults aged >= 65 years,31.8,,31.1,32.5,Overall,Overall
2016,2016,NC,Disability,Disability among adults aged >= 65 years,35.8,,35.2,36.4,Overall,Overall
2016,2016,CO,Disability,Disability among adults aged >= 65 years,30.5,,29.7,31.3,Race/Ethnicity,"White, non-Hispanic"
2011,2011,SD,Disability,Disability among adults aged >= 65 years,34.9,,32.0,37.9,Gender,Female
2014,2014,GA,Disability,Disability among adults aged >= 65 years,41.1,,39.5,42.7,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,NV,Disability,Disability among adults aged >= 65 years,35.4,,31.7,39.1,Race/Ethnicity,Hispanic
2014,2014,PR,Disability,Disability among adults aged >= 65 years,52.4,,51.3,53.5,Gender,Female
2011,2011,MD,Disability,Disability among adults aged >= 65 years,30.1,,29.0,31.2,Gender,Male
2011,2011,OR,Disability,Disability among adults aged >= 65 years,37.5,,36.5,38.5,Overall,Overall
2016,2016,NY,Disability,Disability among adults aged >= 65 years,30.0,,28.3,31.7,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,NJ,Disability,Disability among adults aged >= 65 years,32.7,,32.2,33.2,Overall,Overall
2016,2016,UT,Disability,Disability among adults aged >= 65 years,34.5,,32.8,36.2,Gender,Female
2010,2010,LA,Disability,Disability among adults aged >= 65 years,50.9,,48.4,53.4,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,WY,Disability,Disability among adults aged >= 65 years,37.6,,34.4,40.8,Race/Ethnicity,"White, non-Hispanic"
2015,2015,KY,Disability,Disability among adults aged >= 65 years,37.0,,22.4,51.6,Race/Ethnicity,Hispanic
2011,2011,WA,Disability,Disability among adults aged >= 65 years,39.9,,35.0,44.9,Race/Ethnicity,Hispanic
2015,2015,AL,Disability,Disability among adults aged >= 65 years,40.6,,39.3,41.8,Gender,Male
2012,2012,NM,Disability,Disability among adults aged >= 65 years,37.4,,35.5,39.3,Race/Ethnicity,"White, non-Hispanic"
2010,2010,MI,Disability,Disability among adults aged >= 65 years,36.3,,35.6,37.0,Race/Ethnicity,"White, non-Hispanic"
2011,2011,AZ,Disability,Disability among adults aged >= 65 years,33.3,,32.0,34.5,Gender,Female
2013,2013,ME,Disability,Disability among adults aged >= 65 years,35.3,,33.9,36.7,Overall,Overall
2019,2019,AZ,Disability,Disability among adults aged >= 65 years,33.0,,32.3,33.7,Overall,Overall
2016,2016,WY,Disability,Disability among adults aged >= 65 years,37.9,,35.8,40.0,Overall,Overall
2013,2013,IA,Disability,Disability among adults aged >= 65 years,39.0,,26.7,51.4,Race/Ethnicity,Hispanic
2011,2011,SC,Disability,Disability among adults aged >= 65 years,39.0,,37.6,40.4,Gender,Female
2018,2018,GA,Disability,Disability among adults aged >= 65 years,34.6,,33.6,35.6,Gender,Male
2013,2013,MD,Disability,Disability among adults aged >= 65 years,32.9,,32.2,33.6,Overall,Overall
2013,2013,VA,Disability,Disability among adults aged >= 65 years,33.7,,33.0,34.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,SC,Disability,Disability among adults aged >= 65 years,35.6,,34.5,36.7,Gender,Male
2016,2016,PA,Disability,Disability among adults aged >= 65 years,32.9,,28.6,37.2,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,PR,Disability,Disability among adults aged >= 65 years,55.3,,54.1,56.5,Gender,Female
2017,2017,IA,Disability,Disability among adults aged >= 65 years,28.8,,20.4,37.2,Race/Ethnicity,Hispanic
2016,2016,MN,Disability,Disability among adults aged >= 65 years,30.6,,30.0,31.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,CO,Disability,Disability among adults aged >= 65 years,35.6,,33.2,37.9,Race/Ethnicity,Hispanic
2011,2011,RI,Disability,Disability among adults aged >= 65 years,35.1,,33.3,36.9,Overall,Overall
2010,2010,MS,Disability,Disability among adults aged >= 65 years,51.8,,49.2,54.4,Race/Ethnicity,"Black, non-Hispanic"
2010,2010,MI,Disability,Disability among adults aged >= 65 years,36.3,,35.4,37.1,Gender,Male
2012,2012,NE,Disability,Disability among adults aged >= 65 years,34.9,,33.5,36.3,Gender,Male
2010,2010,SD,Disability,Disability among adults aged >= 65 years,36.3,,34.2,38.4,Overall,Overall
2016,2016,US,Disability,Disability among adults aged >= 65 years,34.3,,34.2,34.4,Race/Ethnicity,"White, non-Hispanic"
2016,2016,MO,Disability,Disability among adults aged >= 65 years,36.2,,35.4,37.0,Race/Ethnicity,"White, non-Hispanic"
2014,2014,NJ,Disability,Disability among adults aged >= 65 years,33.0,,32.3,33.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,RI,Disability,Disability among adults aged >= 65 years,39.3,,28.0,50.5,Race/Ethnicity,Hispanic
2016,2016,RI,Disability,Disability among adults aged >= 65 years,29.4,,26.9,31.9,Gender,Male
2015,2015,CA,Disability,Disability among adults aged >= 65 years,39.1,,38.2,40.0,Race/Ethnicity,Hispanic
2011,2011,CT,Disability,Disability among adults aged >= 65 years,31.9,,30.4,33.3,Gender,Male
2012,2012,AZ,Disability,Disability among adults aged >= 65 years,40.6,,38.2,43.0,Race/Ethnicity,Hispanic
2015,2015,WI,Disability,Disability among adults aged >= 65 years,31.7,,31.1,32.3,Overall,Overall
2014,2014,PA,Disability,Disability among adults aged >= 65 years,34.6,,34.2,35.0,Overall,Overall
2015,2015,MO,Disability,Disability among adults aged >= 65 years,31.6,,24.7,38.4,Race/Ethnicity,Hispanic
2017,2017,IL,Disability,Disability among adults aged >= 65 years,32.9,,32.4,33.4,Overall,Overall
2015,2015,AK,Disability,Disability among adults aged >= 65 years,55.3,,50.5,60.1,Race/Ethnicity,American Indian or Alaska Native
2017,2017,TX,Disability,Disability among adults aged >= 65 years,42.5,,41.7,43.3,Race/Ethnicity,Hispanic
2013,2013,DE,Disability,Disability among adults aged >= 65 years,33.0,,30.9,35.1,Gender,Female
2014,2014,HI,Disability,Disability among adults aged >= 65 years,31.0,,28.5,33.5,Race/Ethnicity,"White, non-Hispanic"
2014,2014,MA,Disability,Disability among adults aged >= 65 years,33.2,,29.3,37.1,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,LA,Disability,Disability among adults aged >= 65 years,41.7,,40.8,42.6,Overall,Overall
2014,2014,NJ,Disability,Disability among adults aged >= 65 years,22.1,,19.9,24.3,Race/Ethnicity,"Asian, non-Hispanic"
2017,2017,TX,Disability,Disability among adults aged >= 65 years,40.7,,32.1,49.3,Race/Ethnicity,American Indian or Alaska Native
2018,2018,PR,Disability,Disability among adults aged >= 65 years,32.5,,16.8,48.1,Race/Ethnicity,"White, non-Hispanic"
2019,2019,WV,Disability,Disability among adults aged >= 65 years,42.7,,39.9,45.6,Gender,Male
2014,2014,MS,Disability,Disability among adults aged >= 65 years,49.0,,46.3,51.7,Race/Ethnicity,"Black, non-Hispanic"
2016,2016,TX,Disability,Disability among adults aged >= 65 years,38.8,,38.3,39.3,Gender,Female
2010,2010,WI,Disability,Disability among adults aged >= 65 years,44.8,,38.3,51.3,Race/Ethnicity,"Black, non-Hispanic"
2013,2013,WA,Disability,Disability among adults aged >= 65 years,36.5,,32.8,40.2,Race/Ethnicity,"Asian, non-Hispanic"
2012,2012,NJ,Disability,Disability among adults aged >= 65 years,38.2,,35.9,40.5,Race/Ethnicity,"Black, non-Hispanic"
2017,2017,MI,Disability,Disability among adults aged >= 65 years,43.1,,41.2,45.0,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,NH,Disability,Disability among adults aged >= 65 years,32.6,,30.8,34.4,Gender,Female
2017,2017,VT,Disability,Disability among adults aged >= 65 years,32.0,,29.6,34.5,Gender,Female
2011,2011,NC,Disability,Disability among adults aged >= 65 years,45.0,,37.2,52.8,Race/Ethnicity,American Indian or Alaska Native
2016,2016,CO,Disability,Disability among adults aged >= 65 years,30.6,,25.9,35.3,Race/Ethnicity,"Black, non-Hispanic"
2011,2011,NV,Disability,Disability among adults aged >= 65 years,27.9,,22.2,33.6,Race/Ethnicity,"Asian, non-Hispanic"
2010,2010,HI,Disability,Disability among adults aged >= 65 years,30.3,,27.1,33.5,Race/Ethnicity,"White, non-Hispanic"
2017,2017,AR,Disability,Disability among adults aged >= 65 years,42.0,,41.0,43.0,Overall,Overall
2010,2010,AL,Disability,Disability among adults aged >= 65 years,49.3,,29.2,69.3,Race/Ethnicity,Hispanic
2016,2016,FL,Disability,Disability among adults aged >= 65 years,32.9,,32.3,33.5,Gender,Male
2013,2013,TN,Disability,Disability among adults aged >= 65 years,39.4,,38.4,40.4,Gender,Male
2013,2013,NC,Disability,Disability among adults aged >= 65 years,43.6,,42.2,45.0,Race/Ethnicity,"Black, non-Hispanic"
2019,2019,DC,Disability,Disability among adults aged >= 65 years,30.6,,25.3,35.8,Gender,Male
2011,2011,NE,Disability,Disability among adults aged >= 65 years,33.4,,32.1,34.7,Race/Ethnicity,"White, non-Hispanic"
2010,2010,TN,Disability,Disability among adults aged >= 65 years,23.2,,14.0,32.4,Race/Ethnicity,"Asian, non-Hispanic"
2013,2013,MT,Disability,Disability among adults aged >= 65 years,35.3,,33.7,36.9,Race/Ethnicity,"White, non-Hispanic"
2010,2010,MA,Disability,Disability among adults aged >= 65 years,31.5,,27.1,35.9,Race/Ethnicity,"Asian, non-Hispanic"
2014,2014,VA,Disability,Disability among adults aged >= 65 years,32.9,,27.8,38.1,Race/Ethnicity,Hispanic
2011,2011,CA,Disability,Disability among adults aged >= 65 years,48.6,,42.3,54.9,Race/Ethnicity,American Indian or Alaska Native
2019,2019,MA,Disability,Disability among adults aged >= 65 years,29.6,,28.9,30.4,Race/Ethnicity,"White, non-Hispanic"
2018,2018,VT,Disability,Disability among adults aged >= 65 years,43.6,,16.5,70.7,Race/Ethnicity,Hispanic
2016,2016,US,Disability,Disability among adults aged >= 65 years,50.2,,48.8,51.6,Race/Ethnicity,American Indian or Alaska Native
2015,2015,MN,Disability,Disability among adults aged >= 65 years,30.8,,30.0,31.6,Gender,Female
2016,2016,DC,Disability,Disability among adults aged >= 65 years,34.0,,31.7,36.3,Overall,Overall
2011,2011,NJ,Disability,Disability among adults aged >= 65 years,35.8,,35.0,36.5,Gender,Female
2010,2010,VA,Disability,Disability among adults aged >= 65 years,34.0,,28.7,39.3,Race/Ethnicity,Hispanic
2017,2017,CA,Disability,Disability among adults aged >= 65 years,31.7,,30.9,32.5,Race/Ethnicity,"Asian, non-Hispanic"
2019,2019,LA,Disability,Disability among adults aged >= 65 years,39.6,,37.4,41.7,Gender,Male
2016,2016,AK,Disability,Disability among adults aged >= 65 years,35.8,,32.4,39.2,Race/Ethnicity,"White, non-Hispanic"
2013,2013,CT,Disability,Disability among adults aged >= 65 years,32.1,,31.3,32.9,Overall,Overall
2019,2019,SC,Disability,Disability among adults aged >= 65 years,33.5,,31.8,35.2,Gender,Female
2018,2018,MT,Disability,Disability among adults aged >= 65 years,31.5,,30.2,32.8,Race/Ethnicity,"White, non-Hispanic"
2018,2018,NH,Disability,Disability among adults aged >= 65 years,24.8,,10.1,39.6,Race/Ethnicity,Hispanic
2014,2014,AL,Disability,Disability among adults aged >= 65 years,41.5,,27.8,55.1,Race/Ethnicity,Hispanic
2010,2010,OH,Disability,Disability among adults aged >= 65 years,29.5,,23.8,35.2,Race/Ethnicity,"Asian, non-Hispanic"
2011,2011,LA,Disability,Disability among adults aged >= 65 years,40.9,,39.6,42.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,HI,Disability,Disability among adults aged >= 65 years,31.7,,30.4,33.0,Overall,Overall
2011,2011,US,Disability,Disability among adults aged >= 65 years,41.1,,40.7,41.6,Race/Ethnicity,Hispanic
