YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,OriginalDataValue
2021,2021,RI,Rhode Island,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,IL,Illinois,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,WI,Wisconsin,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,MA,Massachusetts,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.08269067499964 42.27687047000046),,25,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,PR,Puerto Rico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,IN,Indiana,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,AK,Alaska,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-147.72205903599973 64.84507995700051),,2,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,GA,Georgia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,AL,Alabama,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,ID,Idaho,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,WV,West Virginia,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,NJ,New Jersey,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,NH,New Hampshire,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,AR,Arkansas,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,UT,Utah,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,SD,South Dakota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.3735306369997 44.353130053000484),,46,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,SC,South Carolina,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,CT,Connecticut,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,WY,Wyoming,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,WY,Wyoming,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,MI,Michigan,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,VI,Virgin Islands,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,CA,California,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.99999953799971 37.63864012300047),,6,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,LA,Louisiana,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,DE,Delaware,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.57774116799965 39.008830667000495),,10,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,OR,Oregon,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),,41,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,KY,Kentucky,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.77497104799966 37.645970271000465),,21,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,VT,Vermont,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,MI,Michigan,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,CT,Connecticut,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,LA,Louisiana,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,MS,Mississippi,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,NM,New Mexico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,TX,Texas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,NY,New York,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,TN,Tennessee,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-85.77449091399967 35.68094058000048),,47,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,OK,Oklahoma,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,GU,Guam,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (144.793731 13.444304),,66,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,AL,Alabama,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.63186076199969 32.84057112200048),,1,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,NM,New Mexico,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,AZ,Arizona,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.76381127699972 34.865970280000454),,4,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,NM,New Mexico,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,OK,Oklahoma,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-97.52107021399968 35.47203135600046),,40,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,IA,Iowa,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NV,Nevada,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,NJ,New Jersey,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),,34,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,LA,Louisiana,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,OH,Ohio,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-82.40426005599966 40.06021014100048),,39,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,ID,Idaho,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,TX,Texas,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.42677020599967 31.827240407000488),,48,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,KS,Kansas,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,LA,Louisiana,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.44568007099969 31.31266064400046),,22,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,WY,Wyoming,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-108.10983035299967 43.23554134300048),,56,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,NE,Nebraska,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,MO,Missouri,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2018,2018,MI,Michigan,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,NC,North Carolina,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),,37,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2020,2020,ND,North Dakota,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),,38,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2016,2016,NH,New Hampshire,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,RI,Rhode Island,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.52247031399963 41.70828019300046),,44,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MS,Mississippi,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,VT,Vermont,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.51764079099962 43.62538123900049),,50,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,ME,Maine,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-68.98503133599962 45.254228894000505),,23,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,NY,New York,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2014,2014,NY,New York,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,ID,Idaho,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-114.3637300419997 43.682630005000476),,16,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,VA,Virginia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-78.45789046299967 37.54268067400045),,51,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,MT,Montana,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,HI,Hawaii,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),,15,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2019,2019,IA,Iowa,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-93.81649055599968 42.46940091300047),,19,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2018,2018,MI,Michigan,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),,26,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,KS,Kansas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),,20,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,CT,Connecticut,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,UT,Utah,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,IL,Illinois,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,AR,Arkansas,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,PR,Puerto Rico,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,SC,South Carolina,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,NY,New York,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-75.54397042699964 42.82700103200045),,36,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,MO,Missouri,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.56630005299968 38.635790776000476),,29,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,WV,West Virginia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2021,2021,IN,Indiana,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2015,2015,VI,Virgin Islands,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-64.896335 18.335765),,78,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,AR,Arkansas,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),,5,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,NE,Nebraska,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,NE,Nebraska,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-99.36572062299967 41.6410409880005),,31,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2013,2013,WV,West Virginia,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-80.71264013499967 38.66551020200046),,54,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
2019,2019,GA,Georgia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2017,2017,WI,Wisconsin,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),,55,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2021,2021,UT,Utah,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2014,2014,UT,Utah,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2013,2013,DC,District of Columbia,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-77.036871 38.907192),,11,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2020,2020,IN,Indiana,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-86.14996019399968 39.766910452000445),,18,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2017,2017,NH,New Hampshire,STATE,Tobacco,States that allow stronger local tobacco control and prevention laws,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,TOB,TOB4_0,YESNO,OVERALL,OVR,,,,,No
2016,2016,WA,Washington,STATE,Tobacco,States with strong polices that require retail licenses to sell tobacco products,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),,53,TOB,TOB5_0,YESNO,OVERALL,OVR,,,,,Yes
2015,2015,MS,Mississippi,STATE,Tobacco,Amount of tobacco product excise tax,,,Yes/No,,,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,TOB,TOB7_0,YESNO,OVERALL,OVR,,,,,No
